id,id_student,gender,region,highest_education,imd_band,age_band,studied_credits,disability,num_of_prev_attempts_y,sum_click,id_site,final_result,final_result_code
19775,163996,1,9,2,3,1,90,1,0.0,2.2142857142857144,286617372.0,Fail,3
19776,167945,0,11,1,1,1,90,1,0.0,2.248826291079812,173479840.0,Withdrawn,2
19777,168843,0,4,1,9,1,120,1,1.0,2.085201793721973,182686852.0,Withdrawn,2
19778,175804,1,6,1,7,1,180,1,1.0,2.240740740740741,43951223.0,Withdrawn,2
19779,177781,1,1,3,3,2,60,1,0.0,2.834710743801653,98591373.0,Fail,3
19780,184409,1,12,2,0,2,60,1,0.0,2.437086092715232,874028557.0,Distinction,4
19781,189143,0,9,3,10,2,120,1,0.0,2.4104046242774566,287291885.0,Distinction,4
19782,190279,0,1,5,7,2,60,1,3.0,7.05087358684481,1627029716.0,Pass,1
19783,191732,1,5,2,9,1,60,1,0.0,1.7906976744186047,70443073.0,Fail,3
19784,192375,0,4,3,7,1,120,1,0.0,2.5942275042444822,484241729.0,Pass,1
19785,202138,0,3,1,5,2,90,1,0.0,2.289473684210526,123711923.0,Withdrawn,2
19786,203149,1,9,2,1,2,60,1,0.0,2.0764331210191083,128227289.0,Fail,3
19787,204410,0,7,2,10,1,120,1,0.0,2.582055214723926,1082220707.0,Pass,1
19788,204609,1,5,3,4,2,60,1,1.0,2.4633663366336633,415418745.0,Pass,1
19789,231697,1,5,2,9,1,60,1,0.0,1.6,12209514.0,Withdrawn,2
19790,233873,1,11,2,6,1,60,1,0.0,3.0776119402985076,275983339.0,Pass,1
19791,234552,0,5,2,1,1,120,1,0.0,2.776027397260274,1204989067.0,Pass,1
19792,235893,1,1,3,10,2,100,1,0.0,2.4916943521594686,754623459.0,Distinction,4
19793,236017,0,3,1,3,1,120,2,0.0,1.76,40695980.0,Withdrawn,2
19794,240186,0,1,3,1,1,80,1,0.0,2.321518987341772,323833542.0,Pass,1
19795,240236,0,6,1,4,1,60,2,3.0,2.532066508313539,351445507.0,Fail,3
19796,241066,0,12,3,0,1,60,1,1.0,2.1317365269461077,138583532.0,Pass,1
19797,241769,0,7,2,3,1,60,2,0.0,2.009433962264151,86385058.0,Withdrawn,2
19798,243025,0,1,1,7,1,60,2,0.0,2.360082304526749,406705397.0,Pass,1
19799,249359,1,1,2,6,1,90,1,0.0,2.4,102819573.0,Pass,1
19800,256144,1,3,3,5,2,60,1,0.0,1.903693931398417,1245121448.0,Pass,1
19801,258538,0,11,1,7,2,60,1,0.0,2.1341107871720117,283083598.0,Pass,1
19802,260077,1,10,1,10,1,60,1,1.0,2.521865889212828,284275716.0,Pass,1
19803,264601,0,3,1,2,1,70,1,3.0,0.0,0.0,Withdrawn,2
19804,268143,1,1,1,3,2,60,1,1.0,2.397748592870544,439703647.0,Pass,1
19805,269575,0,1,3,6,1,60,1,0.0,2.719736842105263,622637756.0,Withdrawn,2
19806,269856,1,8,1,6,1,60,1,0.0,1.805414551607445,492155684.0,Pass,1
19807,270502,1,8,1,2,1,120,1,0.0,2.3891625615763545,170112609.0,Pass,1
19808,275309,1,9,2,2,2,90,1,1.0,2.3415977961432506,295434229.0,Withdrawn,2
19809,276935,0,4,2,10,2,60,1,0.0,2.895662368112544,716456648.0,Pass,1
19810,279117,1,6,3,3,1,60,1,0.0,2.169642857142857,91142459.0,Withdrawn,2
19811,281172,0,8,2,9,1,60,1,0.0,1.8755364806866952,380454746.0,Pass,1
19812,281252,0,4,2,10,1,60,1,0.0,2.0,8137868.0,Withdrawn,2
19813,281799,0,9,2,4,1,60,1,0.0,2.78125,26045270.0,Withdrawn,2
19814,281920,1,9,2,3,1,60,1,4.0,1.988527724665392,440795293.0,Pass,1
19815,282498,0,3,1,8,1,60,1,0.0,1.0,813701.0,Withdrawn,2
19816,285481,1,2,1,9,1,60,1,0.0,3.9628180039138945,840499460.0,Pass,1
19817,287954,1,10,1,3,1,120,1,2.0,1.736842105263158,108357027.0,Fail,3
19818,288762,0,5,2,6,1,120,1,0.0,0.0,0.0,Withdrawn,2
19819,295118,0,10,2,1,2,180,1,0.0,2.747767857142857,745970672.0,Pass,1
19820,296138,1,2,1,2,1,60,1,0.0,1.9100346020761245,238193614.0,Distinction,4
19821,300057,1,2,1,10,1,60,1,0.0,1.7526881720430108,75690768.0,Fail,3
19822,301036,1,6,1,6,1,60,2,3.0,1.0,4068505.0,Withdrawn,2
19823,303141,0,2,2,6,2,60,1,0.0,3.5568499534016778,1785472337.0,Pass,1
19824,303341,0,5,2,4,2,120,1,0.0,2.1666666666666665,14650807.0,Withdrawn,2
19825,306754,1,6,2,3,1,120,2,1.0,0.0,0.0,Withdrawn,2
19826,307116,0,6,1,3,1,100,2,0.0,2.2739726027397262,238101831.0,Withdrawn,2
19827,309350,1,11,2,4,2,120,2,0.0,2.4968354430379747,514504620.0,Withdrawn,2
19828,313561,0,5,3,7,2,60,1,0.0,3.012400354295837,1866191482.0,Pass,1
19829,318919,0,1,3,9,2,60,1,0.0,2.0814249363867683,325133076.0,Pass,1
19830,319325,1,11,1,2,2,60,1,0.0,1.2,4069351.0,Withdrawn,2
19831,321952,0,4,1,10,1,120,1,0.0,1.625,92463306.0,Fail,3
19832,322137,1,3,3,2,3,60,1,0.0,3.096635030198447,958128604.0,Pass,1
19833,323025,1,7,2,4,2,120,2,0.0,0.0,0.0,Withdrawn,2
19834,323680,1,3,2,7,1,60,1,1.0,2.1666666666666665,466281808.0,Pass,1
19835,328241,1,2,1,2,2,120,1,0.0,5.793333333333333,1242880647.0,Pass,1
19836,331526,0,5,2,4,2,120,1,0.0,2.0,813701.0,Withdrawn,2
19837,333823,0,1,1,1,1,60,1,1.0,0.0,0.0,Fail,3
19838,334048,0,11,1,3,2,60,1,1.0,2.2160356347438754,368836466.0,Pass,1
19839,334581,1,8,3,9,1,90,1,0.0,1.844632768361582,296363243.0,Distinction,4
19840,334973,1,1,3,2,2,60,1,0.0,1.8375634517766497,660186273.0,Pass,1
19841,335922,1,12,1,1,1,60,1,1.0,2.046511627906977,34992998.0,Withdrawn,2
19842,336213,1,10,1,2,1,60,1,0.0,1.6323907455012854,323878494.0,Pass,1
19843,336218,1,2,2,8,1,60,1,0.0,1.8206521739130435,151281950.0,Fail,3
19844,337359,0,5,1,5,1,60,1,0.0,2.1955555555555555,185459855.0,Pass,1
19845,338704,0,11,2,6,1,60,1,0.0,2.3771929824561404,188206639.0,Pass,1
19846,339853,0,7,2,5,1,120,2,0.0,2.189358372456964,496719525.0,Fail,3
19847,339853,0,7,2,5,1,30,2,0.0,2.189358372456964,496719525.0,Pass,1
19848,340627,0,1,1,6,1,60,1,0.0,2.9727272727272727,371663331.0,Fail,3
19849,341921,0,4,1,2,1,60,1,1.0,1.784,209602823.0,Pass,1
19850,348602,0,4,5,10,2,120,1,0.0,1.5,4882923.0,Withdrawn,2
19851,349688,1,12,1,5,1,60,1,0.0,3.08974358974359,383283600.0,Pass,1
19852,349910,1,2,1,5,1,60,2,0.0,1.9502762430939227,149166188.0,Pass,1
19853,350361,0,5,2,9,1,150,1,0.0,0.0,0.0,Withdrawn,2
19854,351080,0,2,1,9,1,60,1,0.0,2.2660098522167487,333065333.0,Fail,3
19855,351244,1,12,1,3,1,60,1,1.0,2.737762237762238,234313554.0,Pass,1
19856,352954,0,9,1,1,2,120,1,0.0,1.8181818181818181,8953909.0,Withdrawn,2
19857,353969,0,1,3,6,1,60,2,0.0,1.9406779661016949,96152425.0,Withdrawn,2
19858,355034,0,6,2,4,1,120,1,0.0,2.6610169491525424,48019329.0,Withdrawn,2
19859,356561,0,1,1,9,1,90,1,0.0,2.681318681318681,226045251.0,Fail,3
19860,364307,0,3,1,2,1,150,1,1.0,2.32,20347734.0,Withdrawn,2
19861,365375,0,9,1,5,2,60,1,0.0,2.2972972972972974,121176796.0,Withdrawn,2
19862,367309,0,12,1,0,1,60,1,0.0,2.1653543307086616,946862828.0,Pass,1
19863,368195,1,6,2,5,1,60,1,0.0,1.5416666666666667,136963979.0,Withdrawn,2
19864,370100,1,2,1,8,1,60,1,0.0,3.0,78358008.0,Withdrawn,2
19865,370184,0,7,1,6,1,60,1,0.0,1.7560975609756098,100633231.0,Pass,1
19866,370274,1,6,1,5,1,60,1,0.0,2.086036671368124,584191443.0,Pass,1
19867,370375,1,10,1,1,2,60,1,1.0,2.7865612648221343,624526835.0,Fail,3
19868,371019,1,11,2,7,1,60,1,0.0,1.7386091127098322,345212607.0,Pass,1
19869,371949,1,6,2,1,1,60,2,0.0,1.5,1627632.0,Fail,3
19870,376758,1,1,1,1,1,60,1,0.0,1.5903614457831325,135760177.0,Withdrawn,2
19871,378388,0,1,2,6,1,60,1,0.0,1.8181818181818181,134291067.0,Withdrawn,2
19872,379336,0,6,2,9,1,120,1,0.0,2.5699815837937385,914418299.0,Pass,1
19873,381439,1,1,3,10,2,60,1,0.0,3.3333333333333335,57080609.0,Withdrawn,2
19874,384295,0,7,2,6,1,90,1,1.0,2.473333333333333,125316383.0,Fail,3
19875,384499,1,7,2,10,1,60,2,0.0,3.859903381642512,341347396.0,Pass,1
19876,385019,0,10,2,3,2,60,2,2.0,2.8043478260869565,37438924.0,Fail,3
19877,385563,1,7,1,10,2,120,1,0.0,2.206451612903226,255011274.0,Pass,1
19878,387364,1,5,3,8,2,90,1,0.0,2.474402730375427,721427792.0,Withdrawn,2
19879,390849,1,8,2,6,1,120,1,0.0,1.9411764705882353,154547392.0,Pass,1
19880,392250,1,9,1,5,1,120,1,0.0,0.0,0.0,Withdrawn,2
19881,392250,1,9,1,5,1,30,1,0.0,0.0,0.0,Withdrawn,2
19882,393727,1,1,1,4,1,60,2,0.0,2.2274143302180685,540378964.0,Pass,1
19883,395535,1,5,1,4,2,60,2,0.0,2.895734597156398,175133213.0,Withdrawn,2
19884,395980,0,8,2,3,1,60,1,1.0,1.0,813701.0,Withdrawn,2
19885,397894,1,6,1,5,2,60,1,0.0,3.2263023057216054,956329968.0,Withdrawn,2
19886,398816,0,2,1,9,1,60,1,0.0,2.807125307125307,681776937.0,Pass,1
19887,399628,0,9,2,5,1,120,1,0.0,2.0961538461538463,172066823.0,Fail,3
19888,399772,1,1,3,5,1,60,1,1.0,1.75,13021831.0,Withdrawn,2
19889,400091,1,12,1,7,1,60,1,1.0,1.621782178217822,416840670.0,Pass,1
19890,402268,1,12,2,3,1,60,1,0.0,2.1333333333333333,48834428.0,Withdrawn,2
19891,402829,0,2,3,8,1,60,1,0.0,0.0,0.0,Withdrawn,2
19892,402958,0,12,1,2,1,60,1,0.0,3.351219512195122,514020047.0,Pass,1
19893,406425,0,6,2,5,1,190,1,0.0,2.0987124463519313,189623994.0,Withdrawn,2
19894,407487,0,7,1,6,1,120,1,1.0,2.0531914893617023,76851515.0,Fail,3
19895,408344,0,1,1,6,1,100,1,0.0,3.5,6510336.0,Fail,3
19896,409120,0,3,1,1,1,60,2,1.0,1.8444444444444446,74661019.0,Withdrawn,2
19897,409205,1,8,1,1,1,90,1,0.0,1.84375,265711105.0,Pass,1
19898,412717,1,10,3,9,2,60,1,0.0,1.937759336099585,598993659.0,Pass,1
19899,414094,0,9,1,2,1,60,2,0.0,2.4164133738601823,272413740.0,Fail,3
19900,414963,0,2,1,7,1,60,1,0.0,2.171385991058122,553324256.0,Pass,1
19901,416276,1,6,2,3,1,120,2,1.0,3.7695652173913046,374491667.0,Withdrawn,2
19902,417157,1,3,2,3,1,120,1,0.0,0.0,0.0,Withdrawn,2
19903,418851,1,9,2,8,1,60,1,0.0,3.2,16277380.0,Withdrawn,2
19904,419913,1,11,1,10,1,120,1,0.0,2.662200956937799,858713572.0,Pass,1
19905,420141,0,3,1,1,1,90,1,0.0,2.0828924162257496,467128734.0,Pass,1
19906,420344,0,11,3,7,1,120,1,0.0,2.4221251819505096,559904057.0,Withdrawn,2
19907,420560,0,7,1,5,1,120,1,0.0,2.475609756097561,269918435.0,Pass,1
19908,420762,1,6,3,1,2,60,1,0.0,1.881188118811881,419024369.0,Distinction,4
19909,421185,0,13,1,6,1,60,1,1.0,2.56078431372549,211075553.0,Pass,1
19910,423650,1,9,2,5,2,60,1,0.0,0.0,0.0,Withdrawn,2
19911,424211,1,3,1,9,2,60,2,0.0,1.9286675639300135,622823217.0,Pass,1
19912,425393,0,6,3,3,1,60,1,1.0,0.0,0.0,Withdrawn,2
19913,425910,0,3,2,8,2,60,1,0.0,2.1389728096676737,271599427.0,Fail,3
19914,428116,0,12,1,6,1,60,1,1.0,1.8066666666666666,126585047.0,Pass,1
19915,428787,0,4,1,9,2,60,2,1.0,2.4447632711621234,569203331.0,Withdrawn,2
19916,429740,0,3,2,2,1,120,1,1.0,2.5,8139935.0,Withdrawn,2
19917,432642,0,12,1,9,2,60,1,0.0,2.2115384615384617,384474841.0,Fail,3
19918,435536,0,7,2,10,1,60,1,0.0,0.0,0.0,Withdrawn,2
19919,435572,1,11,1,4,1,60,1,1.0,2.085626911314985,269772547.0,Pass,1
19920,436898,0,1,1,1,1,85,2,0.0,1.9592875318066159,327364768.0,Distinction,4
19921,438135,0,1,2,3,1,70,1,0.0,2.6363636363636362,35812612.0,Withdrawn,2
19922,441087,0,4,1,3,1,60,1,0.0,1.9809264305177112,303670329.0,Pass,1
19923,441354,1,1,3,2,1,150,1,0.0,1.7777777777777777,7325433.0,Withdrawn,2
19924,441897,0,5,1,10,1,60,1,0.0,2.677165354330709,106415679.0,Pass,1
19925,442017,0,11,1,9,2,60,1,0.0,3.3217391304347825,188408851.0,Withdrawn,2
19926,442191,0,9,2,5,1,120,2,0.0,0.0,0.0,Withdrawn,2
19927,442549,1,13,1,1,1,60,1,0.0,2.29957805907173,194677891.0,Fail,3
19928,443275,1,9,1,10,2,60,1,0.0,2.0834492350486786,592442759.0,Pass,1
19929,443539,0,4,3,1,1,60,1,0.0,2.391304347826087,613438272.0,Pass,1
19930,444180,0,7,2,2,1,60,2,0.0,2.009433962264151,523164627.0,Pass,1
19931,444388,1,5,2,4,1,60,1,0.0,0.0,0.0,Withdrawn,2
19932,444625,1,3,1,2,1,90,1,0.0,0.0,0.0,Withdrawn,2
19933,444766,1,5,1,5,1,120,1,0.0,2.111027756939235,1107937954.0,Pass,1
19934,444783,0,3,3,5,1,60,1,0.0,1.8831168831168832,251243480.0,Withdrawn,2
19935,445239,1,5,2,8,2,120,1,0.0,2.911901081916538,531232711.0,Pass,1
19936,445429,1,3,2,8,2,60,1,0.0,2.097902097902098,354060647.0,Pass,1
19937,445451,1,11,1,9,1,90,1,1.0,1.89792663476874,518432603.0,Pass,1
19938,445474,1,4,1,5,1,60,1,0.0,0.0,0.0,Withdrawn,2
19939,445595,1,2,1,1,1,120,1,0.0,0.0,0.0,Withdrawn,2
19940,445782,1,4,3,9,1,60,1,0.0,2.2521008403361344,96852002.0,Withdrawn,2
19941,446097,0,7,1,6,1,120,1,0.0,2.4857571214392804,547981337.0,Pass,1
19942,446730,0,9,1,2,2,60,1,0.0,3.5485981308411216,894667335.0,Pass,1
19943,446761,1,1,1,10,1,120,1,0.0,1.4683544303797469,590958512.0,Pass,1
19944,447393,0,1,3,10,1,370,1,2.0,0.0,0.0,Withdrawn,2
19945,447510,0,8,1,1,1,120,1,0.0,1.7721518987341771,262966344.0,Pass,1
19946,464968,1,7,2,2,1,60,1,0.0,2.4037854889589907,261414536.0,Pass,1
19947,465564,1,7,2,7,2,60,1,0.0,3.6198347107438016,966635446.0,Pass,1
19948,465564,1,7,2,7,2,60,1,0.0,3.6198347107438016,966635446.0,Pass,1
19949,466230,0,4,1,4,1,60,1,0.0,2.0087336244541483,375746848.0,Pass,1
19950,466956,1,3,2,6,1,210,1,0.0,0.0,0.0,Withdrawn,2
19951,467893,0,11,1,5,2,60,1,0.0,2.3984375,636832037.0,Pass,1
19952,468720,1,8,2,7,2,60,1,0.0,2.529585798816568,282057625.0,Pass,1
19953,468845,0,8,2,7,1,60,1,0.0,2.2015113350125946,330817014.0,Pass,1
19954,469624,1,7,1,7,1,60,1,0.0,2.3066666666666666,248727843.0,Fail,3
19955,469633,1,6,1,8,1,60,1,0.0,1.9876543209876543,265497334.0,Pass,1
19956,471976,1,4,3,10,1,60,1,0.0,1.6868686868686869,80577263.0,Fail,3
19957,472073,1,6,2,1,1,60,1,0.0,1.7380457380457381,396854302.0,Pass,1
19958,472649,0,2,1,5,1,150,1,0.0,0.0,0.0,Withdrawn,2
19959,473129,0,11,1,2,1,120,1,1.0,1.9056603773584906,131166190.0,Pass,1
19960,474119,1,2,1,7,1,60,1,0.0,2.264367816091954,70805212.0,Withdrawn,2
19961,475839,1,9,2,1,1,120,2,0.0,3.5,122524773.0,Fail,3
19962,475863,1,12,2,0,2,60,1,0.0,1.937190082644628,500003765.0,Pass,1
19963,475908,0,6,2,5,1,60,1,0.0,1.9228571428571428,291924450.0,Fail,3
19964,477354,1,3,2,7,2,60,1,0.0,2.638095238095238,1137608126.0,Pass,1
19965,477556,0,9,1,6,1,60,1,2.0,2.5892857142857144,93440873.0,Fail,3
19966,478326,1,2,2,1,1,240,2,0.0,1.75,61855238.0,Withdrawn,2
19967,478517,1,7,1,7,2,120,1,1.0,2.5330188679245285,173447714.0,Fail,3
19968,479553,1,11,3,5,1,60,1,0.0,2.138486312399356,513458919.0,Pass,1
19969,483136,0,11,2,4,1,60,1,0.0,1.907514450867052,146204804.0,Pass,1
19970,483149,0,9,1,5,2,60,1,0.0,2.024390243902439,479650265.0,Pass,1
19971,483200,0,1,1,6,2,60,1,0.0,2.3158995815899583,787938342.0,Pass,1
19972,483343,0,7,2,2,1,240,1,0.0,0.0,0.0,Withdrawn,2
19973,484171,1,6,1,5,1,120,1,1.0,0.0,0.0,Withdrawn,2
19974,485282,0,4,1,7,1,60,1,0.0,2.287128712871287,414989509.0,Pass,1
19975,485421,1,8,2,6,1,120,1,0.0,1.9708333333333334,199160371.0,Pass,1
19976,485612,0,4,1,1,1,180,1,0.0,2.1774193548387095,50459900.0,Withdrawn,2
19977,486244,0,4,1,1,1,60,2,1.0,3.1805555555555554,58597220.0,Withdrawn,2
19978,486287,1,9,2,6,1,60,2,0.0,2.4941494149414942,922148592.0,Pass,1
19979,486539,0,5,2,4,1,60,1,1.0,0.0,0.0,Withdrawn,2
19980,487607,1,6,1,8,1,60,1,0.0,1.8391304347826087,188621002.0,Fail,3
19981,488941,1,12,5,0,3,120,1,0.0,2.4832116788321166,564906216.0,Distinction,4
19982,490629,1,7,1,6,1,60,1,0.0,1.751207729468599,343620538.0,Pass,1
19983,492254,1,11,2,3,1,120,1,0.0,0.0,0.0,Withdrawn,2
19984,492480,1,9,2,10,1,60,1,0.0,2.5185185185185186,133843222.0,Pass,1
19985,492496,1,11,2,10,1,60,1,0.0,1.7137096774193548,613445422.0,Distinction,4
19986,493650,0,1,1,5,1,60,1,0.0,2.1621621621621623,60228054.0,Withdrawn,2
19987,493826,1,5,1,4,2,120,2,0.0,2.4496644295302015,121295064.0,Withdrawn,2
19988,495493,1,12,2,0,1,60,2,0.0,2.0853462157809983,522038411.0,Pass,1
19989,495615,1,7,2,8,1,60,1,0.0,2.8275109170305677,381126887.0,Pass,1
19990,495881,1,9,2,7,2,60,1,0.0,2.6756440281030445,700434716.0,Pass,1
19991,495903,1,6,2,4,1,60,1,0.0,2.23921568627451,208057181.0,Withdrawn,2
19992,496494,1,1,2,6,1,60,1,0.0,2.7,8138655.0,Fail,3
19993,496916,1,4,2,5,2,60,1,0.0,2.215311004784689,514135643.0,Pass,1
19994,497989,0,5,1,1,1,120,2,0.0,1.7882352941176471,69181958.0,Withdrawn,2
19995,498326,1,5,1,5,2,60,1,0.0,0.0,0.0,Withdrawn,2
19996,499865,0,1,3,9,1,90,1,1.0,3.126418152350081,503128183.0,Withdrawn,2
19997,502470,1,6,2,2,1,60,1,0.0,1.9327731092436975,197220841.0,Pass,1
19998,502557,1,7,3,1,1,60,1,1.0,2.934065934065934,222182202.0,Withdrawn,2
19999,504251,0,1,1,6,1,60,1,0.0,2.1561712846347607,326887541.0,Pass,1
20000,504589,0,4,1,9,1,60,1,0.0,1.682170542635659,216024812.0,Pass,1
20001,504749,1,4,1,1,2,60,1,0.0,2.145038167938931,106841353.0,Withdrawn,2
20002,504841,1,4,1,1,1,120,1,0.0,1.75,9765778.0,Withdrawn,2
20003,506824,1,4,2,7,1,60,1,1.0,2.75,6510607.0,Fail,3
20004,507576,1,2,3,5,1,60,1,0.0,2.0,5697675.0,Withdrawn,2
20005,508829,1,11,1,7,1,60,1,0.0,3.4038461538461537,70868187.0,Withdrawn,2
20006,508829,1,11,1,7,1,60,1,0.0,3.4038461538461537,70868187.0,Fail,3
20007,508859,0,12,1,6,1,60,1,0.0,3.12012012012012,1118793573.0,Pass,1
20008,509933,0,12,2,7,1,60,1,0.0,1.9772151898734178,323293433.0,Fail,3
20009,509998,0,8,1,1,1,120,1,0.0,6.6,8139098.0,Withdrawn,2
20010,510424,0,2,1,2,1,60,1,0.0,1.6201923076923077,171049216.0,Pass,1
20011,510456,0,1,1,6,2,60,1,0.0,3.2183499288762447,1171752917.0,Distinction,4
20012,510532,0,4,2,2,1,90,1,1.0,1.0,814218.0,Withdrawn,2
20013,511345,1,8,1,1,1,60,1,0.0,2.008042895442359,315052239.0,Pass,1
20014,511676,1,1,3,1,2,60,1,0.0,1.8644578313253013,271635859.0,Fail,3
20015,512046,0,11,2,3,1,60,1,0.0,2.4745762711864407,243154023.0,Pass,1
20016,513283,0,12,2,3,2,60,1,1.0,2.5033557046979866,244728864.0,Withdrawn,2
20017,514324,1,3,2,5,1,120,1,1.0,3.272727272727273,35812174.0,Fail,3
20018,515052,1,12,1,8,1,60,1,0.0,2.232394366197183,117273567.0,Fail,3
20019,515645,1,13,1,4,1,90,1,0.0,2.5294117647058822,126447437.0,Fail,3
20020,516405,1,4,1,7,1,60,1,0.0,1.5,16278430.0,Withdrawn,2
20021,516562,0,8,1,3,1,75,2,0.0,1.7647058823529411,209839761.0,Fail,3
20022,518244,1,6,3,5,1,60,1,0.0,3.1149927219796214,577688944.0,Pass,1
20023,519941,1,10,1,7,2,60,1,0.0,3.033707865168539,145374322.0,Withdrawn,2
20024,524427,0,7,2,3,1,120,1,0.0,2.8051948051948052,255916391.0,Pass,1
20025,525068,1,4,2,7,1,60,2,0.0,1.9153225806451613,204116731.0,Distinction,4
20026,525870,1,4,2,6,1,60,1,0.0,2.1,294651150.0,Pass,1
20027,526352,0,10,1,3,1,90,1,2.0,2.9320388349514563,258087630.0,Pass,1
20028,526912,0,3,3,2,1,60,1,0.0,2.5,410441598.0,Withdrawn,2
20029,528363,1,9,3,5,2,60,1,0.0,3.2774725274725274,296864916.0,Withdrawn,2
20030,528535,1,6,2,3,1,90,1,1.0,3.3043478260869565,75228035.0,Withdrawn,2
20031,529885,0,11,1,5,1,150,1,0.0,3.0,813701.0,Withdrawn,2
20032,530807,1,4,1,6,1,120,1,0.0,0.0,0.0,Withdrawn,2
20033,531646,1,4,2,9,1,60,1,0.0,2.013793103448276,238766269.0,Fail,3
20034,532236,1,5,1,8,1,60,1,0.0,1.772972972972973,154836627.0,Pass,1
20035,534827,0,9,1,6,1,60,2,0.0,2.918032786885246,49645532.0,Withdrawn,2
20036,536296,0,6,1,3,2,60,1,0.0,2.3422222222222224,370435615.0,Pass,1
20037,537463,0,10,2,6,2,150,2,0.0,2.8732394366197185,57793680.0,Withdrawn,2
20038,537577,1,11,2,1,1,60,2,0.0,1.7597087378640777,338054382.0,Pass,1
20039,540821,1,11,1,7,2,60,1,0.0,3.269016697588126,444087895.0,Fail,3
20040,543478,0,1,1,7,1,120,1,0.0,1.5628930817610063,260131016.0,Fail,3
20041,544612,1,2,2,8,1,180,1,0.0,3.3128654970760234,278324586.0,Withdrawn,2
20042,545127,0,11,2,6,1,120,1,0.0,2.5,1627637.0,Withdrawn,2
20043,545752,0,9,1,1,1,60,1,0.0,2.0336538461538463,173835220.0,Fail,3
20044,546773,1,12,2,2,1,60,1,0.0,3.0246913580246915,131854635.0,Fail,3
20045,547464,0,7,3,3,1,120,1,0.0,0.0,0.0,Withdrawn,2
20046,548486,1,12,1,0,1,60,1,1.0,2.4146341463414633,33373633.0,Withdrawn,2
20047,549626,0,6,2,3,2,60,1,0.0,3.9448818897637796,732525691.0,Withdrawn,2
20048,549626,0,6,2,3,1,60,1,0.0,3.9448818897637796,732525691.0,Pass,1
20049,550358,0,3,2,6,1,60,1,0.0,1.8211920529801324,124512858.0,Fail,3
20050,551440,1,10,1,8,1,60,1,0.0,1.3962264150943395,43139324.0,Fail,3
20051,551595,1,5,2,4,1,220,1,0.0,2.176470588235294,55343175.0,Withdrawn,2
20052,553367,1,4,1,6,1,60,1,0.0,1.9922360248447204,532207968.0,Pass,1
20053,553576,0,6,1,8,1,150,1,0.0,2.1904761904761907,34179877.0,Withdrawn,2
20054,554215,1,6,2,7,1,120,2,0.0,1.6,12208803.0,Withdrawn,2
20055,554407,0,9,1,2,2,120,1,0.0,3.6,4069486.0,Withdrawn,2
20056,554746,1,9,1,3,1,60,1,0.0,2.4375,159503760.0,Fail,3
20057,554863,1,13,3,0,2,60,1,0.0,2.2360248447204967,266309110.0,Pass,1
20058,556514,0,3,2,6,1,60,1,0.0,2.0714285714285716,641223521.0,Pass,1
20059,557389,0,1,3,7,1,60,1,0.0,3.063480741797432,1162762374.0,Pass,1
20060,559447,0,7,2,6,1,60,1,0.0,2.1633771929824563,757958592.0,Pass,1
20061,559707,1,9,1,8,1,60,1,0.0,1.7005649717514124,146867574.0,Fail,3
20062,559852,0,4,2,7,1,60,1,0.0,1.9143897996357013,455441321.0,Pass,1
20063,559882,1,4,2,7,1,120,1,0.0,4.944444444444445,63555875.0,Withdrawn,2
20064,559882,1,4,2,7,1,120,1,0.0,4.944444444444445,63555875.0,Withdrawn,2
20065,560301,1,7,1,2,1,60,1,0.0,1.7466666666666666,187107415.0,Pass,1
20066,561904,0,5,2,8,1,60,1,0.0,1.988933601609658,817575704.0,Pass,1
20067,562619,0,1,2,7,2,210,2,0.0,4.458563535911602,147299951.0,Withdrawn,2
20068,562827,0,9,2,9,1,60,2,0.0,2.077777777777778,73246457.0,Withdrawn,2
20069,562890,0,6,1,4,1,120,1,0.0,2.0491803278688523,49644866.0,Withdrawn,2
20070,563453,1,8,2,8,2,60,1,0.0,2.21280276816609,476649922.0,Pass,1
20071,563595,0,6,1,6,1,60,1,0.0,3.7549019607843137,168696531.0,Fail,3
20072,563710,1,4,2,7,1,60,1,0.0,2.5166666666666666,97659273.0,Withdrawn,2
20073,563845,1,2,3,10,2,60,1,0.0,2.2513484358144553,768823736.0,Distinction,4
20074,564000,0,10,1,7,1,60,1,1.0,2.9322916666666665,157112928.0,Withdrawn,2
20075,565006,0,5,1,6,1,60,1,0.0,2.3323262839879155,287878118.0,Fail,3
20076,565209,1,10,3,9,1,90,1,0.0,2.292929292929293,165871272.0,Pass,1
20077,565446,0,4,1,3,1,60,1,0.0,2.181159420289855,114088658.0,Pass,1
20078,566300,1,10,2,7,1,60,1,0.0,2.345873786407767,680663928.0,Pass,1
20079,566560,1,1,3,2,1,205,1,0.0,0.0,0.0,Withdrawn,2
20080,566712,0,3,2,5,1,120,1,0.0,1.7916666666666667,19535737.0,Withdrawn,2
20081,567281,1,7,1,3,1,90,2,0.0,1.5538461538461539,52904655.0,Withdrawn,2
20082,567285,1,13,1,8,1,60,1,1.0,1.7453416149068324,671079565.0,Pass,1
20083,568103,1,1,1,5,1,60,1,0.0,2.3116438356164384,240434928.0,Pass,1
20084,568297,1,9,2,1,1,60,1,0.0,3.0903614457831323,138377109.0,Fail,3
20085,568415,0,5,1,5,1,120,1,0.0,2.5733333333333333,122081526.0,Withdrawn,2
